Header,Time,Gyro(X),Gyro(Y),Gyro(Z),Ang. Vel(X),Ang. Vel(Y),Ang. Vel(Z),Accel(X),Accel(Y),Accel(Z),Magn(X),Magn(Y),Magn(Z),Pressure,Temp(LPS),Humidity,Temp(HTS),GPS Fix,Latitude,Longitude,Altitude,Speed,Time,Timestamp,# of Satellites
30,0,-6,-221,997,-910,-1120,-420,-46,191,963,-364,-292,-690,862.6099854,26.89999962,32.70000076,26.60000038,0,0,0,0,0,0,0,3
30,51,-6,-221,996,-630,-1120,-420,-50,195,956,-367,-289,-688,862.4799805,26.89999962,32.70000076,26.60000038,0,0,0,0,0,51,51,3
30,395,-5,-222,997,-1120,-1120,-350,-42,195,967,-364,-289,-690,862.5300293,26.89999962,32.59999847,26.60000038,0,0,0,0,0,395,47,3
30,729,-7,-220,1000,-1120,-1120,-350,-54,191,975,-379,-294,-688,862.5,26.89999962,32.59999847,26.60000038,0,0,0,0,0,729,53,5
30,1050,-7,-215,1001,-1260,-1120,-420,-50,195,983,-372,-294,-688,862.460022,26.89999962,32.59999847,26.60000038,0,0,0,0,0,1050,46,5
30,1392,-6,-210,996,-630,-1120,-420,-58,191,967,-361,-292,-687,862.5300293,26.89999962,32.79999924,26.60000038,0,0,0,0,0,1392,47,5
30,1719,-6,-223,995,-70,-1120,-490,-42,195,967,-354,-288,-684,862.4699707,26.89999962,32.79999924,26.60000038,0,0,0,0,0,1719,47,5
30,2040,-6,-226,996,-560,-1120,-420,-42,207,932,-370,-285,-696,862.4000244,26.89999962,32.79999924,26.60000038,0,0,0,0,0,2040,46,5
30,2380,-6,-222,999,-1260,-1190,-350,-46,199,963,-370,-291,-690,862.4099731,26.89999962,32.59999847,26.60000038,0,0,0,0,0,2380,44,4
30,2707,-6,-212,1001,-1190,-1190,-420,-50,187,967,-373,-282,-690,862.460022,26.89999962,32.59999847,26.60000038,0,0,0,0,0,2707,47,4
30,3028,-8,-212,1000,-560,-1120,-420,-46,191,956,-367,-282,-691,862.4699707,26.89999962,32.59999847,26.60000038,0,0,0,0,0,3028,46,4
30,3371,-6,-221,999,-420,-1120,-490,-69,195,959,-372,-288,-685,862.5599976,26.89999962,32.59999847,26.60000038,0,0,0,0,0,3371,47,6
30,3704,-6,-223,998,-630,-1120,-420,-42,199,963,-369,-286,-694,862.4699707,26.89999962,32.59999847,26.60000038,0,0,0,0,0,3704,53,6
30,4025,-5,-224,998,-1120,-1120,-420,-50,199,971,-363,-288,-697,862.5200195,26.89999962,32.59999847,26.60000038,0,0,0,0,0,4025,46,6
30,4368,-7,-216,1000,-1120,-1120,-420,-46,195,952,-360,-286,-681,862.4899902,26.89999962,32.59999847,26.60000038,0,0,0,0,0,4368,47,5
30,4696,-8,-206,1009,-210,-1120,-420,-50,179,979,-361,-289,-697,862.4899902,26.89999962,32.59999847,26.60000038,0,0,0,0,0,4696,47,5
30,5023,-7,-216,1003,-420,-1120,-420,-50,195,967,-366,-283,-682,862.5999756,26.89999962,32.59999847,26.60000038,0,0,0,0,0,5023,52,5
30,5365,-6,-222,998,-910,-1190,-490,-58,199,971,-358,-282,-690,862.4199829,26.89999962,32.59999847,26.60000038,0,0,0,0,0,5365,46,5
30,5693,-6,-220,998,-910,-1120,-420,-50,195,963,-364,-292,-688,862.5999756,26.89999962,32.59999847,26.60000038,0,0,0,0,0,5693,47,5
30,6014,-6,-218,999,-700,-1120,-420,-46,199,971,-364,-282,-690,862.5100098,26.89999962,32.59999847,26.60000038,0,0,0,0,0,6014,46,5
30,6362,-7,-220,997,-280,-1190,-420,-46,199,963,-361,-288,-690,862.539978,26.89999962,32.70000076,26.60000038,0,0,0,0,0,6362,52,8
30,6689,-6,-221,997,-630,-1120,-420,-50,191,956,-373,-295,-682,862.5599976,26.89999962,32.70000076,26.60000038,0,0,0,0,0,6689,47,8
30,7013,-6,-220,996,-770,-1120,-420,-46,195,956,-369,-288,-681,862.5900269,26.89999962,32.70000076,26.60000038,0,0,0,0,0,7013,48,8
30,7356,-5,-218,997,-1190,-1120,-420,-38,191,959,-363,-289,-694,862.4799805,26.89999962,32.79999924,26.60000038,0,0,0,0,0,7356,47,8
30,7684,-6,-216,999,-560,-1120,-420,-58,187,944,-367,-292,-693,862.4500122,27,32.79999924,26.60000038,0,0,0,0,0,7684,47,8
30,8011,-6,-218,999,-700,-1120,-490,-54,191,967,-363,-286,-679,862.5200195,26.89999962,32.79999924,26.60000038,0,0,0,0,0,8011,52,8
30,8354,-6,-220,999,-630,-1190,-420,-42,199,963,-370,-289,-688,862.5800171,26.89999962,32.29999924,26.60000038,0,0,0,0,0,8354,47,0
30,8682,-7,-221,998,-910,-1120,-420,-65,199,959,-364,-286,-685,862.460022,26.89999962,32.29999924,26.60000038,0,0,0,0,0,8682,47,0
30,9003,-6,-220,998,-910,-1120,-420,-50,195,956,-370,-280,-687,862.6300049,26.89999962,32.29999924,26.60000038,0,0,0,0,0,9003,46,0
30,9352,-6,-219,997,-910,-1120,-420,-54,191,963,-367,-294,-682,862.6400146,26.89999962,32.29999924,26.60000038,0,0,0,0,0,9352,53,8
30,9681,-7,-218,1000,-700,-1120,-420,-42,195,956,-357,-288,-678,862.5200195,27,32.29999924,26.60000038,0,0,0,0,0,9681,47,8
30,10002,-6,-219,998,-770,-1120,-490,-46,203,963,-370,-280,-702,862.5,27,32.29999924,26.60000038,0,0,0,0,0,10002,46,8
30,10345,-6,-220,999,-770,-1120,-420,-54,203,971,-367,-285,-682,862.4799805,27,31.89999962,26.60000038,0,0,0,0,0,10345,47,8
30,10679,-6,-219,998,-840,-1120,-420,-54,195,956,-370,-283,-691,862.5499878,26.89999962,31.89999962,26.60000038,0,0,0,0,0,10679,53,7
30,11001,-7,-219,998,-910,-1120,-420,-50,195,959,-376,-282,-694,862.4400024,27,31.89999962,26.60000038,0,0,0,0,0,11001,46,7
30,11344,-7,-218,998,-840,-1120,-420,-42,195,963,-363,-298,-691,862.5,27,32,26.60000038,0,0,0,0,0,11344,47,7
30,11672,-6,-218,999,-770,-1120,-420,-46,191,959,-373,-288,-687,862.5599976,27,32,26.60000038,0,0,0,0,0,11672,47,6
30,11999,-7,-219,998,-700,-1120,-420,-46,191,948,-378,-279,-693,862.5100098,27,32,26.60000038,0,0,0,0,0,11999,52,6
30,12342,-6,-219,999,-770,-1120,-490,-46,195,952,-369,-282,-700,862.3800049,27,32,26.60000038,0,0,0,0,0,12342,47,6
30,12669,-6,-219,999,-910,-1120,-420,-42,191,956,-360,-288,-688,862.4500122,27,32,26.60000038,0,0,0,0,0,12669,47,7
30,12991,-7,-219,998,-840,-1120,-420,-54,199,967,-369,-282,-685,862.4799805,27,32,26.60000038,0,0,0,0,0,12991,46,7
30,13334,-7,-219,999,-770,-1120,-420,-46,195,959,-370,-291,-685,862.4299927,27,32.20000076,26.60000038,0,0,0,0,0,13334,47,7
30,13667,-6,-219,999,-840,-1120,-420,-50,191,983,-369,-286,-688,862.6699829,27,32.20000076,26.60000038,0,0,0,0,0,13667,53,7
30,13989,-6,-219,999,-770,-1120,-420,-50,191,959,-369,-291,-678,862.4899902,27,32.20000076,26.60000038,0,0,0,0,0,13989,46,7
30,14333,-6,-218,998,-840,-1120,-490,-42,195,948,-369,-292,-685,862.4000244,27,31.89999962,26.60000038,0,0,0,0,0,14333,47,0
30,14661,-7,-218,1000,-840,-1120,-420,-42,191,971,-364,-285,-685,862.5300293,27,31.89999962,26.60000038,0,0,0,0,0,14661,47,6
30,14988,-7,-219,999,-770,-1120,-420,-61,191,979,-367,-280,-690,862.4799805,27,31.89999962,26.60000038,0,0,0,0,0,14988,52,6
30,15331,-6,-218,999,-840,-1120,-420,-46,199,971,-364,-285,-684,862.4799805,27,32.20000076,26.60000038,0,0,0,0,0,15331,47,0
30,15659,-7,-218,998,-770,-1190,-350,-50,195,963,-369,-297,-687,862.4899902,27,32.20000076,26.60000038,0,0,0,0,0,15659,47,0
30,15980,-6,-219,999,-770,-1120,-420,-46,195,959,-375,-280,-696,862.4400024,27,32.20000076,26.60000038,0,0,0,0,0,15980,46,0
30,16329,-7,-219,997,-840,-1120,-420,-50,195,967,-357,-289,-682,862.4899902,27,32.09999847,26.60000038,0,0,0,0,0,16329,52,6
30,16657,-6,-219,999,-840,-1120,-350,-54,199,979,-367,-291,-684,862.4400024,27,32.09999847,26.60000038,0,0,0,0,0,16657,47,6
30,16978,-7,-219,999,-840,-1120,-420,-54,195,971,-363,-291,-690,862.5300293,27,32.09999847,26.60000038,0,0,0,0,0,16978,46,6
30,17332,-7,-218,999,-770,-1120,-420,-46,191,967,-361,-286,-688,862.5100098,27,32.09999847,26.60000038,0,0,0,0,0,17332,58,4
30,17674,-7,-218,1000,-770,-1120,-420,-42,195,956,-378,-291,-690,862.460022,27,32.09999847,26.60000038,0,0,0,0,0,17674,62,4
30,17994,-7,-220,998,-770,-1120,-420,-42,191,959,-367,-283,-693,862.4699707,27,32.09999847,26.60000038,0,0,0,0,0,17994,46,4
30,18315,-6,-219,997,-770,-1120,-420,-46,195,971,-367,-283,-687,862.4000244,27,32.09999847,26.60000038,0,0,0,0,0,18315,47,0
30,18642,-6,-220,998,-840,-1120,-420,-50,199,963,-369,-286,-687,862.4799805,27,32.09999847,26.60000038,0,0,0,0,0,18642,47,0
30,18963,-8,-218,998,-840,-1120,-420,-54,195,971,-369,-283,-696,862.4500122,27,32.09999847,26.60000038,0,0,0,0,0,18963,46,0
30,19312,-7,-218,999,-770,-1120,-420,-50,195,959,-367,-282,-690,862.4400024,27,32.20000076,26.60000038,0,0,0,0,0,19312,53,0
30,19640,-8,-218,999,-770,-1120,-420,-58,195,967,-369,-295,-687,862.5599976,27,32.20000076,26.60000038,0,0,0,0,0,19640,47,0
30,19960,-6,-219,999,-770,-1190,-420,-34,191,971,-361,-283,-684,862.4799805,27,32.20000076,26.60000038,0,0,0,0,0,19960,46,0
30,20303,-7,-220,999,-770,-1120,-490,-46,191,952,-369,-291,-693,862.5499878,27,32.09999847,26.60000038,0,0,0,0,0,20303,47,5
30,20647,-7,-219,998,-770,-1120,-420,-54,199,963,-363,-288,-693,862.4099731,27,32.09999847,26.60000038,0,0,0,0,0,20647,63,5
30,20968,-7,-220,999,-770,-1120,-420,-46,195,959,-370,-279,-691,862.5999756,27,32.09999847,26.60000038,0,0,0,0,0,20968,46,5
30,21312,-6,-219,999,-840,-1120,-420,-54,199,971,-379,-286,-682,862.4899902,27,32,26.60000038,0,0,0,0,0,21312,47,0
30,21639,-6,-219,999,-840,-1120,-420,-42,195,956,-361,-291,-691,862.4400024,27,32,26.60000038,0,0,0,0,0,21639,47,0
30,21965,-6,-219,999,-770,-1120,-420,-50,187,952,-363,-286,-688,862.5,27,32,26.60000038,0,0,0,0,0,21965,52,0
30,22309,-7,-219,999,-770,-1120,-490,-65,191,948,-370,-298,-688,862.539978,27,32.09999847,26.60000038,0,0,0,0,0,22309,47,5
30,22637,-7,-219,998,-770,-1120,-420,-46,195,959,-369,-291,-691,862.5300293,27,32.09999847,26.60000038,0,0,0,0,0,22637,47,5
30,22958,-7,-219,999,-840,-1120,-420,-38,199,963,-366,-280,-693,862.5700073,27,32.09999847,26.60000038,0,0,0,0,0,22958,46,5
30,23301,-6,-219,998,-700,-1190,-420,-42,195,975,-363,-288,-693,862.5800171,27,32.09999847,26.60000038,0,0,0,0,0,23301,47,5
30,23626,-6,-218,999,-840,-1120,-420,-50,199,952,-364,-291,-670,862.4899902,27,32.09999847,26.60000038,0,0,0,0,0,23626,44,5
30,23948,-6,-220,998,-840,-1120,-420,-46,199,963,-364,-279,-688,862.6199951,27,32.09999847,26.60000038,0,0,0,0,0,23948,46,5
30,24292,-6,-220,999,-770,-1120,-420,-50,195,956,-366,-286,-691,862.5200195,27,32.29999924,26.60000038,0,0,0,0,0,24292,47,3
30,24618,-6,-218,998,-840,-1120,-420,-46,191,948,-357,-289,-694,862.539978,27,32.29999924,26.60000038,0,0,0,0,0,24618,47,3
30,24945,-6,-218,999,-770,-1120,-420,-58,195,956,-373,-283,-697,862.3699951,27,32.29999924,26.60000038,0,0,0,0,0,24945,52,3
30,25288,-7,-218,1000,-840,-1120,-420,-46,195,944,-369,-289,-694,862.539978,27,32,26.60000038,0,0,0,0,0,25288,47,2
30,25617,-6,-219,998,-770,-1120,-420,-50,199,959,-369,-292,-678,862.5300293,27,32,26.60000038,0,0,0,0,0,25617,47,2
30,25937,-7,-218,999,-840,-1120,-420,-54,191,987,-361,-291,-685,862.5300293,27,32,26.60000038,0,0,0,0,0,25937,46,2
30,26286,-7,-219,999,-700,-1120,-420,-54,195,967,-358,-294,-685,862.5100098,27,32.29999924,26.60000038,0,0,0,0,0,26286,53,5
30,26614,-6,-219,998,-840,-1120,-420,-42,191,967,-358,-286,-682,862.4799805,27,32.29999924,26.60000038,0,0,0,0,0,26614,47,5
30,26935,-6,-219,998,-770,-1120,-420,-38,195,952,-376,-279,-688,862.5900269,27,32.29999924,26.60000038,0,0,0,0,0,26935,46,5
30,27278,-7,-218,999,-840,-1120,-420,-54,195,967,-372,-288,-688,862.5800171,27,32,26.70000076,0,0,0,0,0,27278,47,0
30,27612,-7,-219,999,-770,-1120,-420,-54,199,979,-364,-294,-693,862.5800171,27,32,26.70000076,0,0,0,0,0,27612,53,0
30,27933,-7,-220,999,-770,-1190,-420,-50,195,959,-367,-286,-679,862.4699707,27,32,26.70000076,0,0,0,0,0,27933,46,0
30,28277,-6,-220,999,-840,-1120,-420,-38,191,967,-369,-288,-693,862.6400146,27,32,26.60000038,0,0,0,0,0,28277,47,4
30,28604,-7,-220,998,-770,-1120,-420,-54,199,944,-361,-292,-685,862.5599976,27,32,26.60000038,0,0,0,0,0,28604,47,4
30,28924,-7,-219,999,-840,-1120,-420,-42,199,944,-361,-280,-688,862.6099854,27,32,26.60000038,0,0,0,0,0,28924,46,4
30,29274,-7,-218,999,-770,-1190,-420,-46,195,979,-372,-288,-699,862.6099854,27,32.29999924,26.60000038,0,0,0,0,0,29274,53,4
30,29600,-6,-218,998,-840,-1120,-420,-50,191,952,-369,-286,-681,862.4000244,27,32.29999924,26.60000038,0,0,0,0,0,29600,47,4
30,29921,-6,-219,999,-770,-1120,-420,-38,195,959,-364,-283,-681,862.5800171,27,32.29999924,26.60000038,0,0,0,0,0,29921,46,4
30,30264,-6,-219,999,-910,-1120,-420,-38,191,979,-366,-291,-687,862.5,27,32.29999924,26.70000076,0,0,0,0,0,30264,47,5
30,30597,-7,-218,1000,-770,-1120,-420,-34,195,952,-369,-292,-699,862.5999756,27,31.89999962,26.70000076,0,0,0,0,0,30597,53,5
30,30918,-7,-218,998,-840,-1120,-420,-58,191,963,-369,-285,-690,862.6400146,27,31.89999962,26.70000076,0,0,0,0,0,30918,46,5
30,31262,-6,-219,999,-770,-1120,-420,-46,183,959,-360,-291,-690,862.460022,27,31.89999962,26.60000038,0,0,0,0,0,31262,47,5
30,31589,-6,-219,998,-700,-1120,-420,-65,191,967,-369,-288,-691,862.5300293,27,32.09999847,26.60000038,0,0,0,0,0,31589,47,5
30,31916,-6,-219,998,-770,-1120,-420,-50,195,967,-361,-288,-678,862.5700073,27,32.09999847,26.60000038,0,0,0,0,0,31916,52,5
30,32259,-6,-220,998,-840,-1120,-420,-46,199,963,-369,-291,-690,862.4699707,27,32.09999847,26.70000076,0,0,0,0,0,32259,47,8
30,32588,-6,-218,998,-910,-1120,-420,-38,195,959,-366,-292,-682,862.4500122,27,32.09999847,26.70000076,0,0,0,0,0,32588,47,0
30,32909,-7,-217,999,-840,-1120,-420,-46,191,959,-361,-283,-687,862.5900269,27,32.09999847,26.70000076,0,0,0,0,0,32909,46,0
30,33258,-6,-218,998,-770,-1120,-420,-42,203,963,-364,-295,-676,862.4899902,27,32.09999847,26.70000076,0,0,0,0,0,33258,53,8
30,33585,-6,-220,999,-770,-1120,-420,-46,199,944,-369,-288,-687,862.4199829,27,31.79999924,26.70000076,0,0,0,0,0,33585,47,8
30,33907,-6,-219,998,-770,-1120,-350,-46,191,967,-367,-280,-681,862.5,27,31.79999924,26.70000076,0,0,0,0,0,33907,46,8
30,34263,-7,-220,998,-770,-1050,-420,-46,199,959,-367,-291,-690,862.3300171,27.10000038,31.79999924,26.70000076,0,0,0,0,0,34263,60,8
30,34591,-6,-219,999,-910,-1120,-420,-50,199,967,-367,-295,-685,862.460022,27.10000038,32.09999847,26.70000076,0,0,0,0,0,34591,47,8
30,34917,-6,-218,998,-700,-1120,-420,-50,191,956,-369,-276,-690,862.5499878,27.10000038,32.09999847,26.70000076,0,0,0,0,0,34917,52,8
30,35239,-7,-218,998,-770,-1120,-420,-38,199,956,-369,-286,-682,862.4799805,27.10000038,32.09999847,26.70000076,0,0,0,0,0,35239,47,8
30,35566,-6,-219,999,-770,-1120,-420,-58,187,959,-370,-288,-684,862.4899902,27.10000038,31.79999924,26.70000076,0,0,0,0,0,35566,47,8
30,35886,-7,-220,1000,-770,-1120,-420,-42,203,959,-370,-280,-690,862.5800171,27.10000038,31.79999924,26.70000076,0,0,0,0,0,35886,46,8
30,36235,-7,-220,1000,-840,-1120,-420,-42,187,971,-355,-285,-688,862.5100098,27.10000038,31.79999924,26.70000076,0,0,0,0,0,36235,53,8
30,36563,-6,-218,999,-840,-1120,-420,-46,191,959,-361,-291,-688,862.5200195,27.10000038,32.09999847,26.70000076,0,0,0,0,0,36563,47,8
30,36884,-7,-218,998,-840,-1120,-420,-46,195,936,-370,-303,-690,862.460022,27.10000038,32.09999847,26.70000076,0,0,0,0,0,36884,46,8
30,37228,-7,-219,998,-840,-1120,-420,-46,195,956,-367,-279,-696,862.5300293,27.10000038,32.09999847,26.70000076,0,0,0,0,0,37228,47,8
30,37560,-6,-218,999,-770,-1120,-420,-50,199,952,-360,-283,-690,862.4299927,27.10000038,31.70000076,26.70000076,0,0,0,0,0,37560,53,8
30,37881,-7,-219,998,-770,-1120,-420,-54,203,967,-363,-304,-678,862.5100098,27.10000038,31.70000076,26.70000076,0,0,0,0,0,37881,46,8
30,38224,-7,-219,999,-840,-1120,-420,-42,183,967,-369,-282,-690,862.5300293,27.10000038,31.70000076,26.70000076,0,0,0,0,0,38224,47,8
30,38552,-6,-218,999,-840,-1120,-420,-54,207,959,-369,-294,-697,862.4899902,27.10000038,32.29999924,26.70000076,0,0,0,0,0,38552,47,8
30,38880,-6,-219,998,-840,-1120,-420,-50,195,959,-360,-298,-687,862.5300293,27.10000038,32.29999924,26.70000076,0,0,0,0,0,38880,52,8
30,39223,-6,-219,998,-770,-1120,-420,-42,199,963,-373,-270,-691,862.5100098,27.10000038,32.29999924,26.70000076,0,0,0,0,0,39223,47,8
30,39550,-6,-218,999,-770,-1120,-420,-50,187,959,-358,-280,-682,862.539978,27.10000038,32,26.70000076,0,0,0,0,0,39550,47,8
30,39872,-7,-221,998,-490,-1120,-420,-50,187,948,-357,-295,-685,862.5800171,27.10000038,32,26.70000076,0,0,0,0,0,39872,46,8
30,40214,-6,-225,1001,-1050,-1190,-420,-42,203,956,-370,-283,-682,862.5300293,27.10000038,32,26.70000076,0,0,0,0,0,40214,47,8
30,40547,-6,-211,1004,-2030,-1190,-490,-46,183,971,-375,-291,-685,862.4799805,27.10000038,32.09999847,26.70000076,0,0,0,0,0,40547,53,8
30,40869,-6,-221,987,1470,-1120,-280,-54,195,940,-369,-295,-684,862.5499878,27.10000038,32.09999847,26.70000076,0,0,0,0,0,40869,46,8
30,41223,-6,-218,1004,-2170,-1120,-560,-46,207,979,-364,-282,-682,862.4299927,27.10000038,32.09999847,26.70000076,0,0,0,0,0,41223,58,8
30,41551,-8,-230,1003,-210,-1050,-420,-38,211,963,-360,-295,-678,862.5900269,27.10000038,31.89999962,26.70000076,0,0,0,0,0,41551,47,8
30,41878,-6,-229,1002,-630,-1120,-350,-50,211,963,-360,-292,-687,862.5800171,27.10000038,31.89999962,26.70000076,0,0,0,0,0,41878,52,8
30,42221,-7,-211,1001,-1540,-1190,-420,-46,195,956,-367,-271,-696,862.5200195,27.10000038,31.89999962,26.70000076,0,0,0,0,0,42221,47,8
30,42549,-7,-212,1001,-140,-1120,-490,-54,191,995,-369,-295,-682,862.4899902,27.10000038,32.20000076,26.70000076,0,0,0,0,0,42549,47,8
30,42871,-6,-215,998,560,-1120,-490,-50,195,975,-364,-292,-682,862.5300293,27.10000038,32.20000076,26.70000076,0,0,0,0,0,42871,46,8
30,43220,-6,-223,996,-490,-1190,-490,-50,191,944,-369,-265,-691,862.3900146,27.10000038,32.20000076,26.70000076,0,0,0,0,0,43220,53,5
30,43548,-6,-226,991,-1470,-1120,-350,-46,199,952,-363,-288,-693,862.539978,27.10000038,31.89999962,26.70000076,0,0,0,0,0,43548,47,5
30,43869,-6,-216,998,-1190,-1120,-350,-54,203,975,-364,-292,-685,862.5499878,27.10000038,31.89999962,26.70000076,0,0,0,0,0,43869,46,5
30,44212,-8,-216,998,-490,-1120,-420,-54,187,983,-369,-279,-684,862.5100098,27.10000038,31.89999962,26.70000076,0,0,0,0,0,44212,47,5
30,44540,-9,-218,1002,-910,-1120,-420,-46,199,967,-363,-289,-685,862.460022,27.10000038,32.40000153,26.70000076,0,0,0,0,0,44540,47,5
30,44858,-6,-217,1008,-420,-1050,-420,-38,105,944,-355,-300,-688,862.5,27.10000038,32.40000153,26.70000076,0,0,0,0,0,44858,43,5
30,45201,-7,-221,1006,140,-1120,-420,-46,199,956,-369,-274,-688,862.5200195,27.10000038,32.40000153,26.70000076,0,0,0,0,0,45201,47,0
30,45529,-8,-222,1003,-840,-1120,-420,-50,199,948,-364,-285,-690,862.6099854,27.10000038,32.09999847,26.70000076,0,0,0,0,0,45529,47,0
30,45849,-7,-219,999,-560,-1190,-420,-38,199,928,-373,-294,-682,862.4299927,27.10000038,32.09999847,26.70000076,0,0,0,0,0,45849,46,0
30,46198,-7,-218,999,-1470,-1190,-420,-34,191,956,-372,-288,-690,862.5700073,27.10000038,32.09999847,26.70000076,0,0,0,0,0,46198,53,5
30,46526,-7,-217,1000,-770,-1190,-420,-54,191,959,-364,-282,-678,862.4000244,27.10000038,32.09999847,26.70000076,0,0,0,0,0,46526,47,5
30,46848,-5,-210,994,0,-1120,-490,-38,195,948,-360,-294,-688,862.4500122,27.10000038,32.09999847,26.70000076,0,0,0,0,0,46848,46,5
30,47191,-5,-228,990,-1120,-1120,-560,-42,215,948,-370,-282,-684,862.5,27.10000038,32.09999847,26.70000076,0,0,0,0,0,47191,47,0
30,47524,-7,-265,993,70,-1120,-420,-50,211,971,-367,-294,-681,862.5,27.10000038,32.29999924,26.70000076,0,0,0,0,0,47524,53,0
30,47845,-6,-232,991,-1400,-1120,-350,-50,203,948,-369,-291,-688,862.5200195,27.10000038,32.29999924,26.70000076,0,0,0,0,0,47845,46,0
30,48189,-6,-209,999,-1120,-1120,-350,-38,183,940,-363,-282,-678,862.4799805,27.10000038,32.29999924,26.70000076,0,0,0,0,0,48189,47,7
30,48517,-6,-213,998,-210,-1050,-560,-50,183,967,-369,-291,-679,862.5100098,27.10000038,32,26.70000076,0,0,0,0,0,48517,47,7
30,48844,-6,-223,1000,490,-1050,-490,-42,203,959,-363,-295,-687,862.5,27.10000038,32,26.70000076,0,0,0,0,0,48844,52,7
30,49187,-7,-232,998,-1470,-1120,-420,-50,207,952,-369,-279,-685,862.3900146,27.10000038,32,26.70000076,0,0,0,0,0,49187,47,7
30,49516,-6,-216,999,-1330,-1190,-350,-50,187,963,-363,-288,-688,862.5100098,27.10000038,32.20000076,26.70000076,0,0,0,0,0,49516,47,7
30,49837,-7,-213,1002,-1190,-1190,-420,-46,187,983,-360,-289,-681,862.5300293,27.10000038,32.20000076,26.70000076,0,0,0,0,0,49837,46,7
30,50180,-6,-216,998,-210,-1120,-490,-58,183,959,-369,-274,-690,862.5300293,27.10000038,32.20000076,26.70000076,0,0,0,0,0,50180,47,0
30,50514,-7,-224,997,-420,-1050,-490,-50,199,952,-369,-294,-682,862.5800171,27.10000038,32,26.79999924,0,0,0,0,0,50514,53,0
30,50836,-6,-226,998,-700,-1190,-420,-50,199,944,-364,-291,-682,862.5200195,27.10000038,32,26.79999924,0,0,0,0,0,50836,46,0
30,51190,-6,-224,999,-1260,-1190,-350,-46,203,975,-366,-282,-694,862.5,27.10000038,32,26.79999924,0,0,0,0,0,51190,58,8
30,51518,-6,-215,1000,-910,-1120,-420,-38,187,967,-379,-285,-694,862.3499756,27.10000038,32,26.70000076,0,0,0,0,0,51518,47,8
30,51845,-8,-214,999,-770,-1050,-420,-46,187,948,-361,-292,-679,862.6099854,27.10000038,32,26.70000076,0,0,0,0,0,51845,52,8
30,52189,-6,-218,999,-420,-1120,-420,-46,195,975,-364,-277,-690,862.5499878,27.10000038,32,26.70000076,0,0,0,0,0,52189,47,8
30,52518,-7,-222,998,-770,-1120,-420,-54,199,959,-370,-292,-690,862.5100098,27.10000038,32.20000076,26.70000076,0,0,0,0,0,52518,47,8
30,52839,-6,-222,998,-840,-1120,-420,-50,203,956,-364,-297,-684,862.5300293,27.10000038,32.20000076,26.70000076,0,0,0,0,0,52839,46,8
30,53189,-7,-219,998,-980,-1120,-350,-54,199,948,-375,-279,-693,862.5599976,27.10000038,32.20000076,26.70000076,0,0,0,0,0,53189,53,6
30,53516,-7,-216,999,-770,-1120,-420,-46,191,952,-357,-291,-676,862.5300293,27.10000038,31.89999962,26.79999924,0,0,0,0,0,53516,47,6
30,53837,-6,-219,999,-560,-1120,-420,-50,191,963,-361,-291,-690,862.539978,27.10000038,31.89999962,26.79999924,0,0,0,0,0,53837,46,6
30,54157,-7,-221,998,-700,-1120,-420,-58,203,959,-370,-280,-691,862.5200195,27.10000038,31.89999962,26.79999924,0,0,0,0,0,54157,47,6
30,54490,-6,-221,1000,-840,-1120,-420,-50,195,975,-366,-292,-675,862.5499878,27.10000038,32.09999847,26.79999924,0,0,0,0,0,54490,53,6
30,54812,-5,-219,998,-910,-1120,-350,-42,199,979,-367,-285,-696,862.4000244,27.10000038,32.09999847,26.79999924,0,0,0,0,0,54812,46,6
30,55132,-6,-217,999,-700,-1120,-420,-50,191,959,-361,-286,-682,862.5100098,27.10000038,32.09999847,26.79999924,0,0,0,0,0,55132,47,6
30,55460,-7,-219,998,-630,-1120,-490,-46,195,971,-372,-289,-691,862.4099731,27.10000038,32.40000153,26.70000076,0,0,0,0,0,55460,47,8
30,55782,-6,-219,999,-700,-1120,-420,-46,203,967,-363,-294,-670,862.4500122,27.10000038,32.40000153,26.70000076,0,0,0,0,0,55782,46,8
30,56131,-6,-220,998,-770,-1120,-420,-54,203,967,-373,-289,-696,862.6099854,27.10000038,32.40000153,26.70000076,0,0,0,0,0,56131,52,9
30,56458,-6,-219,999,-840,-1120,-420,-46,195,963,-358,-279,-681,862.4500122,27.20000076,32.20000076,26.70000076,0,0,0,0,0,56458,47,9
30,56780,-7,-218,999,-840,-1120,-420,-50,183,952,-364,-298,-685,862.5,27.10000038,32.20000076,26.70000076,0,0,0,0,0,56780,46,9
30,57123,-7,-218,998,-700,-1120,-420,-50,199,967,-361,-285,-684,862.4400024,27.20000076,32.20000076,26.70000076,0,0,0,0,0,57123,47,9
30,57458,-6,-219,998,-700,-1120,-420,-42,191,979,-363,-292,-684,862.4699707,27.20000076,32.09999847,26.79999924,0,0,0,0,0,57458,53,0
30,57781,-7,-220,1000,-770,-1190,-420,-42,195,956,-364,-303,-682,862.5,27.20000076,32.09999847,26.79999924,0,0,0,0,0,57781,46,0
30,58124,-7,-219,998,-770,-1190,-420,-50,191,959,-369,-276,-694,862.4400024,27.20000076,32.09999847,26.79999924,0,0,0,0,0,58124,47,9
30,58452,-7,-219,998,-840,-1120,-420,-50,195,952,-366,-298,-690,862.5100098,27.20000076,32.40000153,26.79999924,0,0,0,0,0,58452,47,9
